School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,True
MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,False
MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,True
MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,False
MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,False
MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,False
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,False
MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,False
MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,False
MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,False
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,False
MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,False
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,False
MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,True
MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,False
MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,True
MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,False
MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,False
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,False
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,False
MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,False
MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,False
MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,False
MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,False
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,False
MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,False
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,False
MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,False
MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,False
MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,False
MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,False
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,False
MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,False
MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,True
MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,False
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,True
MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,True
MS,M,18,R,GT3,T,3,2,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,True
MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,True
MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,True
MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,True
MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,True
MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,True
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10,False
MS,M,20,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10,False
MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,False
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,False
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,False
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,False
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,True
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,False
MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8,True
MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,True
MS,F,18,R,GT3,T,2,2,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,True
MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,False
MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8,True
MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,True
MS,F,18,R,LE3,T,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8,True
MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,True
MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,False
MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,True
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14,False
MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,False
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,False
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,False
MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,False
MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,False
MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,True
MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,10,11,11,False
MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14,False
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,12,13,14,False
MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10,False
MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,False
MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,True
MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10,False
MS,F,19,U,GT3,T,1,1,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,True
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,False
MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,False
MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,False
MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,False
MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,True
MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15,False
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,False
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,False
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,False
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,False
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14,False
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,False
MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15,False
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13,False
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,False
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,False
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,True
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,False
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,True
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,False
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0,True
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10,False
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12,False
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9,True
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,False
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12,False
MS,F,19,R,GT3,T,1,1,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9,True
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,False
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,False
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,True
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,False
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,True
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16,False
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,True
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,True
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,False
MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11,False
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,False
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,False
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16,False
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,True
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10,False
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11,False
GP,X,16,U,GT3,X,,-1,999,other,other,,X,,-999,no,,no,unknown,yes,yes,unknown,,4,99999,-999,1,1,5,0,16,11,X,False
GP,F,18,U,LE3,T,3,1,services,other,-999,mother,X,-999,2,no,no,no,yes,yes,unknown,unknown,yes,invalid,3,,X,invalid,5,X,X,99999,11,
XYZ,F,16,R,LARGE,A,999,,services,-1,,mother,3,1,0,no,yes,no,no,no,yes,unknown,yes,,99999,3,invalid,-999,2,-999,10,13,invalid,unknown
GP,,A,U,LE3,UNKNOWN,999,,unknown,,N/A,mother,1,invalid,X,no,yes,yes,yes,yes,yes,yes,maybe,4,X,2,,4,4,5,8,17,11,yes
GP,M,17,,,T,4,1,-999,teacher,error,error,1,-999,invalid,,unknown,no,yes,yes,,yes,no,5,4,2,1,-999,2,9,,invalid,6,False
GP,,,U,GT3,T,2,2,-999,other,,father,3,1,invalid,yes,unknown,no,no,yes,yes,yes,,4,,,,3,X,,,-999,11,False
MS,M,,U,GT3,X,,INVALID,services,teacher,home,mother,-999,4,99999,yes,maybe,no,no,unknown,yes,yes,unknown,3,-999,,-999,1,invalid,,,invalid,,
GP,unknown,,,LARGE,,,2,error,other,,,2,99999,X,no,no,no,maybe,yes,yes,unknown,no,5,99999,3,,5,5,-999,12,,13,False
GP,F,17,U,LE3,,2,2,services,,course,mother,,-999,invalid,no,yes,no,,no,no,no,maybe,X,-999,X,invalid,4,5,2,13,12,,
GP,X,18,U,GT3,1,1,999,other,-1,reputation,mother,2,99999,invalid,no,yes,maybe,no,no,maybe,,no,invalid,4,5,,-999,4,0,9,14,99999,True
,X,invalid,,LE3,1,4,999,services,,reputation,-1,,invalid,99999,no,,no,no,maybe,maybe,yes,,,invalid,3,X,,X,,-999,8,99999,
GP,M,15,U,GT3,,2,2,other,999,home,unknown,99999,2,,no,,no,yes,maybe,yes,yes,no,X,X,3,invalid,,4,,12,12,7,yes
MS,M,999,R,LARGE,1,3,2,-1,services,reputation,father,99999,-999,99999,,maybe,no,no,,no,,no,,99999,2,,99999,5,0,13,11,11,maybe
GP,F,16,U,GT3,A,999,3,other,,course,mother,,1,0,maybe,no,,yes,yes,maybe,yes,no,4,,X,,2,1,99999,12,-999,,maybe
GP,M,16,R,,UNKNOWN,2,,N/A,services,unknown,mother,,-999,99999,,,maybe,no,yes,no,no,,99999,,2,99999,-999,,-999,12,invalid,invalid,maybe
GP,,16,U,LE3,X,-1,4,,error,reputation,mother,2,2,0,maybe,,,no,maybe,no,yes,no,,3,2,invalid,5,3,4,,11,15,
MS,,17,R,LE3,A,2,1,,other,reputation,mother,2,,-999,no,yes,no,,no,yes,,no,3,,2,1,,5,X,14,invalid,14,yes
,F,,R,999,,4,999,other,other,other,mother,X,99999,-999,no,no,no,yes,yes,yes,unknown,maybe,3,3,-999,,4,5,4,11,12,invalid,False
MS,unknown,15,INVALID,SMALL,T,1,4,other,teacher,,mother,2,,X,yes,yes,maybe,yes,,unknown,no,unknown,4,,,X,-999,5,6,13,11,X,True
GP,unknown,15,,GT3,A,1,999,invalid,other,,error,2,3,,no,yes,,no,unknown,yes,yes,maybe,2,,-999,99999,X,5,0,11,14,12,True
GP,,-5,R,-1,T,,-1,other,other,,N/A,2,X,0,unknown,no,maybe,yes,yes,yes,yes,,-999,-999,3,,1,5,4,13,X,,False
MS,,16,,LE3,,1,1,other,error,reputation,mother,-999,,0,no,yes,no,yes,no,,yes,no,4,4,X,1,-999,5,,-999,8,11,
GP,M,999,U,-1,1,1,1,error,services,unknown,mother,1,invalid,invalid,no,unknown,no,maybe,yes,maybe,yes,no,4,99999,4,99999,X,1,2,X,,17,False
,,17,U,LE3,T,-1,-1,other,N/A,error,error,1,,99999,no,yes,maybe,unknown,no,yes,yes,yes,4,4,99999,99999,4,4,4,,13,,
,,18,U,LE3,UNKNOWN,INVALID,-1,at_home,-1,course,mother,2,2,-999,,unknown,no,yes,no,maybe,,yes,99999,3,99999,,3,99999,,13,-999,8,
INVALID,M,17,R,,T,4,999,at_home,other,home,mother,1,-999,,maybe,yes,no,yes,yes,yes,yes,unknown,,-999,3,-999,invalid,-999,99999,9,10,X,no
,,,U,GT3,X,-1,1,-1,-999,N/A,invalid,1,-999,invalid,no,no,no,yes,unknown,,no,,4,-999,4,1,3,4,0,,15,10,unknown
XYZ,F,18,XYZ,GT3,X,2,1,at_home,services,,-1,2,2,invalid,no,no,,,,yes,yes,,5,3,3,2,2,1,invalid,,9,X,yes
INVALID,F,999,U,-1,1,-1,3,other,-1,invalid,unknown,1,invalid,-999,,no,no,yes,yes,,yes,unknown,-999,4,3,X,,,8,,12,X,
,M,,INVALID,GT3,X,1,1,-1,N/A,course,999,99999,invalid,0,maybe,yes,no,yes,yes,no,yes,no,99999,3,4,99999,invalid,5,,10,17,,False
GP,X,invalid,R,SMALL,A,4,4,,-999,-999,N/A,1,1,invalid,yes,,no,yes,yes,,no,no,5,4,99999,X,4,4,10,11,12,12,False
GP,F,invalid,,999,T,3,INVALID,other,other,,,,1,1,unknown,yes,yes,no,no,yes,no,unknown,4,4,3,2,,invalid,0,,16,9,no
INVALID,F,999,U,LE3,T,INVALID,1,at_home,-999,,999,1,invalid,0,,no,no,no,unknown,yes,,no,4,4,3,,,5,8,10,8,99999,
123,M,invalid,U,GT3,X,2,2,other,invalid,,,2,2,X,no,no,no,no,no,no,yes,,X,3,3,1,4,5,6,,invalid,X,False
INVALID,F,17,R,LE3,T,1,2,999,services,unknown,-999,2,1,0,no,,no,no,no,yes,,no,4,99999,-999,,,5,0,12,9,11,False
XYZ,F,17,,GT3,,1,2,other,unknown,reputation,mother,99999,,,no,no,,no,yes,maybe,no,,4,4,2,2,5,5,-999,-999,9,99999,unknown
MS,M,A,U,GT3,X,999,4,teacher,error,reputation,999,,invalid,0,unknown,maybe,maybe,no,yes,yes,no,yes,4,,2,invalid,X,99999,0,11,,99999,False
,F,18,U,LE3,T,1,2,health,,-999,mother,,1,0,yes,yes,yes,,yes,yes,yes,no,,99999,5,1,4,,4,12,invalid,15,False
MS,,15,R,LE3,T,2,-1,error,teacher,error,999,,1,0,no,,yes,yes,yes,maybe,no,,X,99999,4,1,invalid,3,0,11,99999,X,unknown
GP,F,16,U,GT3,T,2,2,services,invalid,-999,999,1,,,unknown,unknown,yes,yes,maybe,yes,yes,no,99999,invalid,1,invalid,2,3,X,14,10,18,False
,F,999,,GT3,T,1,4,unknown,unknown,unknown,mother,-999,2,0,no,yes,no,,yes,unknown,yes,unknown,4,3,X,-999,,5,0,12,,11,False
GP,,,XYZ,GT3,,2,4,,other,home,N/A,4,X,0,no,yes,maybe,no,unknown,yes,maybe,yes,3,3,2,,3,,X,8,invalid,9,True
XYZ,,18,U,,A,3,-1,health,services,reputation,invalid,1,99999,-999,no,yes,no,unknown,no,unknown,,yes,invalid,99999,2,2,3,invalid,9,9,13,9,False
GP,F,16,R,LE3,A,2,1,at_home,at_home,other,invalid,invalid,,1,no,no,no,no,yes,,yes,yes,-999,3,2,99999,,,10,,11,99999,False
INVALID,M,17,U,,A,2,INVALID,,other,course,,2,2,,no,yes,no,yes,yes,,yes,no,4,1,-999,,2,invalid,2,,7,99999,False
GP,,18,R,GT3,UNKNOWN,3,1,,error,reputation,,X,2,0,unknown,yes,no,yes,no,yes,yes,,3,1,99999,3,1,3,X,invalid,9,,False
,unknown,invalid,R,GT3,,999,-1,N/A,other,invalid,mother,99999,-999,invalid,,yes,no,no,yes,unknown,,unknown,5,invalid,1,2,99999,5,99999,13,99999,X,yes
GP,F,16,U,GT3,X,1,,N/A,999,-1,father,1,2,0,unknown,no,,,no,yes,unknown,unknown,1,3,5,1,invalid,invalid,2,X,-999,10,
GP,unknown,,INVALID,999,X,2,2,unknown,999,course,unknown,2,2,99999,no,yes,yes,no,no,yes,unknown,yes,,5,4,X,2,5,8,,invalid,13,False
GP,M,A,,GT3,,2,4,error,health,reputation,father,2,2,1,no,,maybe,maybe,no,,unknown,yes,invalid,4,99999,99999,,5,2,17,8,10,False
GP,M,17,,LE3,,1,4,,other,reputation,error,2,99999,-999,yes,,yes,,yes,yes,,yes,2,-999,3,1,4,5,X,,11,10,unknown
GP,,15,U,-1,T,1,,N/A,services,unknown,999,4,2,,,unknown,,no,yes,unknown,maybe,yes,-999,3,3,,,5,8,10,13,invalid,no
MS,F,15,R,-1,T,3,999,at_home,health,-999,other,X,,invalid,,,no,,yes,no,no,yes,,,3,1,1,2,2,invalid,X,14,False
GP,,,R,GT3,UNKNOWN,3,1,-1,services,-1,invalid,2,2,,,yes,no,no,yes,yes,no,maybe,5,99999,5,99999,-999,,-999,,X,X,no
MS,M,15,U,GT3,,INVALID,1,invalid,error,,mother,1,invalid,invalid,no,yes,no,,yes,yes,,yes,-999,4,99999,,3,invalid,2,,,11,no
MS,unknown,999,,LE3,T,4,2,services,N/A,999,invalid,1,,X,,maybe,,no,unknown,yes,no,no,,2,5,-999,3,99999,-999,,,10,yes
MS,F,999,INVALID,-1,,2,999,other,,course,,,X,,no,no,unknown,yes,maybe,unknown,yes,yes,3,3,3,,X,5,4,-999,-999,X,no
